记录ID,用户ID,购买商品数量,商品ID,购买总金额(元),购买时间,是否退款
43226,21,2,"1332,1424",2113.91,2024-11-17 00:52:00,否
43227,34,4,"1196,1146,1070,1925",4548.31,2024-01-22 22:21:00,否
43228,3,1,1085,58.05,2024-03-30 13:05:00,否
43229,12,2,"1256,1225",546.91,2024-09-02 05:21:00,否
43230,100,3,"1831,1244,1197",3123.24,2024-07-04 17:44:00,否
43231,37,4,"1225,1037,1893,1578",1268.7,2024-07-28 03:15:00,否
43232,40,3,"1882,1920,1942",1394.77,2024-10-29 22:54:00,否
43233,57,2,"1720,1685",2069.15,2024-05-06 19:09:00,是
43234,99,3,"1159,1604,2000",3317.11,2024-07-02 05:57:00,否
43235,75,3,"1846,1363,1237",1873.5,2024-05-04 11:43:00,否
43236,99,1,1505,5.58,2024-05-17 05:05:00,否
43237,45,2,"1664,1941",2331.0,2024-11-30 06:14:00,否
43238,69,4,"1233,1356,1862,1140",2859.07,2024-05-18 19:57:00,否
43239,33,3,"1194,1582,1942",323.1,2024-07-11 18:11:00,否
43240,24,4,"1605,1073,1830,1195",4200.53,2024-09-29 06:07:00,否
43241,89,3,"1684,1275,1070",4762.26,2024-09-22 03:03:00,否
43242,49,3,"1615,1949,1430",5719.84,2024-02-12 06:07:00,否
43243,64,4,"1587,1130,1934,1263",2598.41,2024-06-24 07:23:00,是
43244,21,3,"1889,1715,1002",1801.92,2024-03-20 17:53:00,否
43245,100,2,"1457,1817",2191.58,2024-12-08 08:16:00,否
43246,38,1,1745,33.37,2024-12-07 18:08:00,否
43247,60,1,1829,114.93,2024-11-06 11:08:00,否
43248,6,2,"1458,1105",6178.52,2024-07-15 19:29:00,否
43249,38,1,1712,291.43,2024-11-12 21:09:00,否
43250,52,2,"1381,1020",1964.76,2024-02-21 12:44:00,是
43251,92,3,"1833,1262,1189",4030.07,2024-08-27 07:56:00,否
43252,15,4,"1502,1903,1494,1988",9044.9,2024-01-05 19:31:00,否
43253,24,4,"1718,1613,1958,1665",6053.05,2024-03-18 21:38:00,否
43254,42,1,1451,1839.5,2024-09-02 17:01:00,否
43255,71,1,1219,3229.66,2024-06-12 06:13:00,否
43256,41,3,"1766,1142,1039",1993.91,2024-11-27 12:40:00,否
43257,88,2,"1874,1580",4731.76,2024-12-19 17:42:00,否
43258,71,5,"1587,1287,1277,1038,1221",5781.93,2024-11-24 19:10:00,否
43259,31,2,"1735,1140",3458.19,2024-01-12 14:08:00,否
43260,35,2,"1205,1370",2444.33,2024-08-14 05:52:00,否
43261,43,1,1101,5.03,2024-07-19 03:51:00,否
43262,73,2,"1772,1228",4568.65,2024-06-08 07:44:00,否
43263,47,2,"1726,1995",374.11,2024-12-05 22:40:00,否
43264,23,1,1305,554.75,2024-12-21 05:50:00,否
43265,86,4,"1906,1393,1228,1595",7540.03,2024-05-21 00:04:00,否
43266,33,3,"1251,1138,1193",4194.49,2024-03-08 16:20:00,否
43267,16,2,"1562,1148",3655.39,2024-04-28 22:41:00,否
43268,50,3,"1128,1946,1117",7762.72,2024-06-05 20:32:00,否
43269,46,5,"1663,1424,1820,1001,1536",3041.93,2024-10-11 04:26:00,否
43270,63,2,"1818,1401",1000.1,2024-01-05 20:18:00,否
43271,20,4,"1340,1860,1121,1242",1028.32,2024-11-05 03:01:00,否
43272,10,3,"1209,1030,1041",778.34,2024-12-23 09:47:00,否
43273,57,1,1651,167.13,2024-07-15 15:57:00,否
43274,1,2,"1733,1785",3265.88,2024-12-24 07:36:00,否
43275,22,3,"1552,1932,1608",2559.88,2024-03-11 02:16:00,否
43276,10,3,"1790,1980,1645",3389.11,2024-12-17 16:12:00,否
43277,93,3,"1632,1149,1479",3591.51,2024-05-15 20:01:00,否
43278,21,3,"1661,1914,1778",4929.58,2024-09-08 13:14:00,否
43279,99,1,1924,3790.28,2024-09-25 09:32:00,否
43280,46,3,"1048,1636,1343",5755.45,2024-09-12 09:37:00,否
43281,25,2,"1405,1437",3686.99,2024-10-29 09:52:00,否
43282,64,2,"1423,1933",4373.7,2024-04-06 17:52:00,否
43283,25,2,"1031,1881",234.06,2024-08-07 23:49:00,否
43284,65,3,"1407,1218,1643",5176.34,2024-08-28 01:41:00,否
43285,35,1,1534,468.06,2024-12-24 14:41:00,是
43286,79,4,"1908,1608,1738,1416",1986.58,2024-05-04 01:23:00,否
43287,87,1,1727,1910.86,2024-02-29 21:49:00,否
43288,53,1,1187,814.01,2024-02-16 03:42:00,是
43289,20,4,"1891,1755,1365,1519",1322.08,2024-04-12 11:29:00,否
43290,4,2,"1743,1304",5541.8,2024-01-19 21:05:00,否
43291,3,1,1348,107.03,2024-08-20 09:40:00,是
43292,49,1,1501,189.3,2024-06-11 13:56:00,否
43293,56,4,"1228,1600,1811,1952",7028.72,2024-02-28 16:38:00,否
43294,63,2,"1815,1156",5063.62,2024-10-12 00:19:00,否
43295,96,1,1076,422.51,2024-07-29 13:44:00,否
43296,30,2,"1631,1262",5093.23,2024-10-16 09:21:00,否
43297,12,2,"1174,1266",454.94,2024-02-12 02:27:00,否
43298,65,1,1199,299.23,2024-01-25 06:04:00,否
43299,4,3,"1367,1041,1935",3290.25,2024-02-20 10:21:00,否
43300,62,1,1526,338.95,2024-07-06 21:19:00,否
43301,52,4,"1083,1301,1547,1644",6552.92,2024-01-01 00:36:00,否
43302,17,1,1409,234.19,2024-12-24 22:00:00,否
43303,45,2,"1881,1113",423.49,2024-04-10 19:33:00,否
43304,45,1,1634,586.49,2024-10-01 14:06:00,否
43305,1,2,"1253,1373",302.01,2024-12-23 06:44:00,否
43306,3,1,1642,1776.14,2024-11-25 23:59:00,否
43307,48,2,"1780,1887",4571.39,2024-03-20 02:57:00,否
43308,14,3,"1133,1217,1167",1500.43,2024-01-14 12:56:00,否
43309,72,3,"1240,1843,1057",1468.02,2024-07-19 00:52:00,否
43310,89,3,"1200,1661,1445",4661.05,2024-11-29 02:15:00,否
43311,42,1,1701,166.6,2024-01-24 14:56:00,否
43312,17,1,1045,1014.66,2024-10-18 07:52:00,否
43313,91,5,"1545,1445,1623,1099,1189",7271.0,2024-05-20 12:23:00,否
43314,4,4,"1894,1292,1023,1451",8347.36,2024-04-20 03:43:00,否
43315,69,3,"1786,1238,1773",5091.97,2024-11-12 13:17:00,是
43316,68,2,"1823,1737",1112.65,2024-07-13 02:24:00,否
43317,2,1,1879,367.38,2024-03-28 05:16:00,否
43318,99,3,"1267,1279,1219",5662.44,2024-07-07 06:11:00,是
43319,27,2,"1821,1628",1989.95,2024-12-14 05:49:00,否
43320,45,4,"1281,1271,1750,1859",1939.39,2024-03-09 06:33:00,是
43321,41,4,"1741,1161,1038,1101",5355.34,2024-06-16 04:04:00,否
43322,98,1,1292,1169.6,2024-11-22 22:06:00,否
43323,5,2,"1847,1700",4942.29,2024-04-07 18:54:00,否
43324,21,2,"1029,1856",1194.17,2024-05-02 15:17:00,否
43325,94,4,"1942,1572,1373,1775",860.1,2024-02-09 00:56:00,否
43326,90,1,1237,305.18,2024-12-03 20:09:00,否
43327,11,2,"1567,1977",4394.59,2024-02-15 09:02:00,否
43328,51,4,"1136,1133,1037,1125",3567.05,2024-12-30 21:44:00,否
43329,83,4,"1153,1361,1331,1486",3867.56,2024-12-05 12:44:00,否
43330,3,5,"1218,1653,1488,1805,1742",1115.91,2024-07-02 05:39:00,否
43331,45,1,1448,1574.05,2024-10-06 21:02:00,否
43332,94,2,"1645,1103",487.05,2024-09-30 21:58:00,否
43333,75,2,"1500,1043",1025.07,2024-03-10 03:34:00,否
43334,2,5,"1861,1817,1937,1938,1767",2528.68,2024-06-14 19:47:00,否
43335,68,4,"1235,1633,1589,1963",4446.21,2024-01-08 18:13:00,否
43336,74,3,"1447,1688,1430",5112.05,2024-03-10 00:24:00,否
43337,74,3,"1505,1949,1858",3207.34,2024-06-08 15:31:00,否
43338,40,1,1918,603.44,2024-04-18 20:54:00,否
43339,30,2,"1263,1811",1319.04,2024-08-08 02:27:00,否
43340,81,2,"1245,1105",6738.09,2024-12-17 03:13:00,否
43341,76,1,1775,64.02,2024-01-21 16:12:00,否
43342,85,1,1675,437.44,2024-09-03 19:19:00,否
43343,44,1,1863,2175.19,2024-05-24 04:11:00,否
43344,83,3,"1166,1414,1755",6188.41,2024-10-07 23:07:00,否
43345,54,1,1434,3041.67,2024-02-05 11:18:00,否
43346,12,3,"1894,1639,1950",2338.18,2024-02-12 16:03:00,否
43347,77,1,1526,338.95,2024-04-05 17:45:00,否
43348,85,2,"1292,1796",5400.57,2024-01-17 12:59:00,否
43349,77,5,"1696,1863,1660,1531,1986",3070.48,2024-01-14 03:14:00,否
43350,7,3,"1406,1201,1767",3612.08,2024-03-15 16:09:00,否
43351,3,1,1326,138.08,2024-04-10 05:27:00,否
43352,59,4,"1889,1489,1887,1734",5079.96,2024-02-11 07:37:00,否
43353,35,1,1778,11.67,2024-10-25 12:55:00,否
43354,20,3,"1536,1736,1779",726.53,2024-09-09 14:12:00,否
43355,10,1,1661,3972.26,2024-03-25 02:53:00,否
43356,2,2,"1681,1900",4119.37,2024-03-01 03:23:00,否
43357,59,2,"1919,1897",610.75,2024-08-21 02:45:00,是
43358,31,2,"1912,1093",1128.59,2024-12-07 22:41:00,否
43359,82,3,"1436,1404,1427",4702.32,2024-12-23 12:24:00,否
43360,77,1,1207,790.67,2024-04-17 17:20:00,否
43361,9,4,"1623,1106,1867,1419",3567.22,2024-09-10 18:26:00,否
43362,15,4,"1019,1830,1565,1351",5236.08,2024-03-06 17:04:00,否
43363,45,4,"1543,1765,1953,1116",1375.57,2024-11-28 10:24:00,否
43364,55,3,"1754,1957,1827",2802.33,2024-06-23 10:07:00,否
43365,14,4,"1829,1662,1663,1751",1762.35,2024-08-05 17:08:00,否
43366,43,2,"1253,1136",851.68,2024-08-02 11:41:00,否
43367,47,1,1951,1152.16,2024-11-07 04:06:00,否
43368,35,3,"1021,1994,1513",1587.63,2024-10-13 21:38:00,否
43369,33,2,"1974,1645",215.05,2024-07-27 08:46:00,否
43370,76,3,"1871,1464,1238",2769.42,2024-03-13 23:36:00,否
43371,63,3,"1454,1966,1662",3123.89,2024-04-08 00:18:00,否
43372,5,2,"1426,1393",875.21,2024-02-26 01:30:00,否
43373,63,4,"1879,1014,1651,1346",2825.61,2024-10-29 06:36:00,否
43374,79,1,1879,367.38,2024-05-17 00:00:00,否
43375,17,3,"1472,1428,1524",4654.85,2024-02-25 01:25:00,否
43376,28,3,"1561,1494,1904",6661.99,2024-10-16 21:02:00,否
43377,12,5,"1410,1323,1825,1029,1601",5215.01,2024-07-12 10:41:00,否
43378,42,1,1129,1094.27,2024-05-29 20:44:00,是
43379,28,3,"1295,1354,1980",3335.72,2024-05-25 05:27:00,否
43380,14,1,1551,577.66,2024-07-07 11:57:00,否
43381,71,2,"1783,1038",4431.9,2024-03-15 01:38:00,否
43382,51,2,"1020,1990",1995.32,2024-12-28 22:42:00,否
43383,66,1,1740,1098.4,2024-10-04 16:44:00,否
43384,25,1,1155,1148.13,2024-09-06 06:21:00,否
43385,18,1,1611,66.47,2024-09-20 14:30:00,否
43386,7,2,"1569,1098",1188.07,2024-04-04 10:01:00,否
43387,30,1,1128,1952.42,2024-03-20 07:54:00,否
43388,80,4,"1443,1427,1684,1956",5525.17,2024-03-18 23:32:00,否
43389,51,1,1330,792.57,2024-03-31 17:15:00,否
43390,54,3,"1142,1920,1996",2424.63,2024-04-18 16:47:00,否
43391,83,3,"1645,1172,1547",2972.95,2024-05-06 15:01:00,否
43392,43,2,"1032,1436",4528.21,2024-09-13 10:41:00,否
43393,88,1,1626,2967.71,2024-03-14 00:38:00,是
43394,77,1,1669,1761.92,2024-07-31 23:31:00,否
43395,32,1,1086,1996.92,2024-10-13 10:33:00,否
43396,71,1,1476,129.67,2024-07-27 15:22:00,否
43397,15,5,"1922,1651,1812,1864,1190",2116.51,2024-11-09 22:39:00,否
43398,32,4,"1488,1782,1869,1716",1487.33,2024-08-22 02:03:00,否
43399,38,2,"1713,1689",1416.7,2024-07-11 03:24:00,否
43400,35,3,"1827,1576,1019",629.24,2024-03-19 01:47:00,否
43401,7,1,1519,55.76,2024-04-26 01:34:00,否
43402,54,1,1617,243.28,2024-10-02 06:08:00,否
43403,14,3,"1927,1029,1964",6765.03,2024-10-25 15:49:00,否
43404,96,3,"1149,1019,1356",2667.59,2024-02-21 14:38:00,否
43405,73,3,"1566,1438,1110",6456.26,2024-07-28 17:25:00,否
43406,72,1,1916,1096.43,2024-11-01 00:47:00,否
43407,86,2,"1237,1923",339.02,2024-06-03 09:02:00,否
43408,98,3,"1503,1388,1302",2487.96,2024-01-30 07:01:00,否
43409,56,4,"1399,1790,1573,1080",4606.08,2024-02-14 18:43:00,否
43410,28,4,"1695,1338,1594,1666",5323.63,2024-05-15 01:05:00,否
43411,35,1,1997,1034.8,2024-11-26 21:40:00,否
43412,1,2,"1699,1628",4781.86,2024-04-02 08:49:00,否
43413,74,3,"1001,1392,1272",3794.56,2024-05-11 04:25:00,否
43414,61,3,"1859,1589,1363",1517.3,2024-02-17 13:44:00,否
43415,10,2,"1450,1941",397.35,2024-03-06 19:51:00,否
43416,4,5,"1181,1195,1334,1604,1845",3029.38,2024-11-07 01:10:00,否
43417,64,3,"1543,1736,1569",608.05,2024-06-07 22:30:00,否
43418,2,2,"1865,1291",1327.76,2024-01-18 02:34:00,否
43419,8,2,"1828,1314",1976.62,2024-03-31 17:01:00,否
43420,48,1,1709,2348.55,2024-07-27 21:38:00,否
43421,88,1,1596,136.09,2024-10-16 04:31:00,否
43422,73,1,1330,792.57,2024-02-27 01:19:00,否
43423,16,1,1874,4090.5,2024-06-03 12:00:00,否
43424,25,2,"1629,1745",138.03,2024-10-08 22:44:00,否
43425,72,4,"1679,1486,1155,1111",5684.99,2024-02-24 17:08:00,否
43426,88,1,1939,2356.11,2024-12-28 23:09:00,否
43427,48,3,"1245,1325,1096",5046.92,2024-11-07 17:57:00,否
43428,89,3,"1156,1192,1759",4163.65,2024-10-31 19:35:00,否
43429,71,5,"1890,1611,1919,1957,1762",2963.55,2024-12-25 10:45:00,否
43430,48,2,"1415,1483",992.64,2024-04-16 15:26:00,否
43431,86,2,"1399,1328",1929.77,2024-08-17 19:37:00,否
43432,27,2,"1529,1208",1796.73,2024-04-20 19:32:00,否
43433,82,2,"1059,1889",1277.42,2024-09-17 10:12:00,否
43434,82,1,1601,4187.88,2024-08-10 03:58:00,否
43435,76,1,1799,887.02,2024-10-07 17:37:00,否
43436,26,3,"1988,1852,1754",5103.91,2024-02-18 16:51:00,是
43437,39,4,"1260,1036,1999,1590",2536.89,2024-12-29 09:53:00,否
43438,52,3,"1108,1847,1499",5488.65,2024-03-05 08:46:00,否
43439,54,2,"1998,1022",404.51,2024-11-09 19:14:00,否
43440,54,4,"1500,1972,1574,1471",706.53,2024-12-04 02:11:00,否
43441,17,3,"1703,1886,1621",745.0,2024-10-08 14:38:00,否
43442,81,4,"1438,1724,1147,1517",3854.46,2024-10-18 09:34:00,否
43443,64,2,"1474,1316",1916.18,2024-03-31 01:56:00,否
43444,37,1,1420,4597.04,2024-09-12 00:03:00,否
43445,2,2,"1021,1072",5241.4,2024-12-29 22:18:00,否
43446,26,3,"1855,1930,1494",4876.43,2024-05-24 20:27:00,否
43447,74,1,1923,33.84,2024-05-06 13:44:00,否
43448,79,4,"1889,1999,1105,1725",6616.74,2024-03-09 08:14:00,否
43449,37,4,"1789,1735,1463,1992",2620.67,2024-05-20 20:41:00,否
43450,71,1,1631,4851.88,2024-01-14 05:35:00,否
43451,80,3,"1088,1196,1131",492.99,2024-03-05 02:21:00,否
43452,49,4,"1822,1575,1028,1849",1862.95,2024-01-09 04:08:00,是
43453,89,2,"1560,1706",1110.12,2024-09-27 16:41:00,否
43454,81,1,1628,893.31,2024-08-05 17:26:00,否
43455,95,4,"1136,1303,1929,1429",2902.61,2024-10-05 04:57:00,否
43456,34,2,"1048,1464",3858.69,2024-01-04 15:22:00,否
43457,30,1,1515,1214.79,2024-12-11 03:40:00,是
43458,52,1,1739,1976.35,2024-10-15 22:34:00,否
43459,57,1,1226,1835.13,2024-06-25 01:04:00,否
43460,61,3,"1643,1975,1919",6934.72,2024-03-30 23:09:00,否
43461,14,4,"1047,1958,1473,1838",5902.71,2024-01-05 01:43:00,否
43462,89,3,"1615,1969,1298",4094.94,2024-11-19 08:13:00,否
43463,81,3,"1101,1232,1753",5068.74,2024-12-04 09:21:00,否
43464,84,2,"1281,1935",1612.09,2024-05-19 20:18:00,否
43465,26,5,"1123,1453,1592,1810,1052",6119.39,2024-01-09 05:56:00,否
43466,76,3,"1672,1397,1948",2940.91,2024-02-07 22:06:00,否
43467,41,3,"1514,1626,1398",4689.54,2024-11-24 09:28:00,否
43468,39,3,"1075,1588,1354",3060.44,2024-06-08 04:53:00,否
43469,48,1,1211,1116.18,2024-10-30 10:59:00,否
43470,47,2,"1917,1268",1069.85,2024-06-29 17:52:00,否
43471,73,1,1381,130.66,2024-11-12 03:32:00,否
43472,75,4,"1995,1113,1057,1459",1837.72,2024-10-03 21:22:00,否
43473,42,4,"1385,1648,1244,1257",7090.68,2024-10-27 16:59:00,否
43474,16,3,"1822,1352,1111",4582.9,2024-11-01 13:12:00,否
43475,49,1,1646,109.84,2024-08-11 05:07:00,否
43476,59,4,"1526,1886,1278,1012",2353.92,2024-01-29 10:58:00,否
43477,82,2,"1141,1250",1588.75,2024-03-01 19:51:00,否
43478,90,2,"1949,1189",3469.05,2024-10-17 12:26:00,否
43479,32,5,"1651,1067,1624,1739,1044",2510.55,2024-07-18 23:13:00,否
43480,20,1,1155,1148.13,2024-07-21 06:49:00,否
43481,25,2,"1651,1655",2813.55,2024-11-04 10:52:00,否
43482,83,3,"1990,1367,1374",3468.09,2024-02-22 00:34:00,否
43483,64,1,1983,4302.96,2024-06-16 11:36:00,是
43484,59,5,"1525,1273,1569,1094,1394",8631.5,2024-06-04 02:04:00,否
43485,59,1,1952,43.66,2024-07-23 09:03:00,否
43486,88,3,"1350,1719,1508",600.56,2024-07-14 01:40:00,否
43487,89,1,1892,1092.11,2024-08-04 02:45:00,否
43488,2,1,1590,899.03,2024-03-09 22:02:00,否
43489,36,3,"1671,1013,1874",6491.8,2024-07-23 08:49:00,否
43490,75,5,"1138,1698,1175,1877,1129",8845.65,2024-08-03 09:16:00,否
43491,69,4,"1314,1179,1672,1037",1951.61,2024-11-26 06:08:00,否
43492,84,1,1794,4192.69,2024-06-12 01:23:00,否
43493,51,1,1009,694.7,2024-10-15 12:25:00,否
43494,51,1,1920,229.39,2024-02-03 09:12:00,否
43495,100,4,"1784,1688,1042,1370",5387.81,2024-11-20 02:49:00,否
43496,79,1,1289,630.14,2024-07-10 14:31:00,否
43497,61,2,"1152,1182",828.9,2024-12-09 07:01:00,否
43498,93,3,"1156,1638,1453",1672.4,2024-01-30 10:01:00,否
43499,38,2,"1643,1583",4319.0,2024-11-09 15:33:00,否
43500,66,1,1142,1615.7,2024-04-22 05:04:00,否
43501,91,4,"1013,1242,1293,1643",5319.11,2024-05-25 05:02:00,是
43502,33,3,"1408,1805,1722",1609.22,2024-09-12 06:39:00,否
43503,94,2,"1794,1387",4326.28,2024-09-23 04:58:00,否
43504,63,3,"1819,1099,1869",3996.12,2024-07-02 02:53:00,否
43505,54,3,"1787,1184,1434",3364.77,2024-04-24 04:02:00,否
43506,52,3,"1816,1338,1249",2017.47,2024-01-15 02:07:00,否
43507,30,3,"1251,1280,1172",3616.95,2024-09-04 00:32:00,否
43508,92,1,1555,2650.76,2024-05-13 01:21:00,否
43509,9,4,"1918,1475,1458,1847",5238.38,2024-12-01 05:55:00,否
43510,23,3,"1561,1262,1067",3810.86,2024-03-28 04:14:00,否
43511,81,4,"1926,1121,1241,1065",5386.67,2024-12-08 12:46:00,否
43512,15,3,"1101,1832,1648",6526.89,2024-10-05 10:28:00,否
43513,84,4,"1614,1301,1092,1071",9632.04,2024-03-25 23:38:00,否
43514,29,2,"1407,1224",1096.58,2024-07-24 08:23:00,否
43515,45,3,"1384,1303,1413",1482.95,2024-02-23 12:39:00,否
43516,57,2,"1775,1371",177.24,2024-02-13 21:06:00,否
43517,71,1,1592,1793.12,2024-04-29 11:15:00,否
43518,3,2,"1033,1958",1516.76,2024-03-20 01:53:00,否
43519,4,1,1877,1470.63,2024-03-29 01:03:00,否
43520,72,1,1576,149.21,2024-06-09 15:13:00,否
43521,40,1,1695,2477.25,2024-07-07 20:51:00,否
43522,12,3,"1959,1535,1010",728.72,2024-08-20 17:57:00,否
43523,41,3,"1505,1864,1708",2661.79,2024-03-07 07:13:00,否
43524,6,3,"1367,1620,1595",4520.47,2024-04-23 03:14:00,否
43525,17,2,"1198,1585",1731.26,2024-09-26 14:23:00,否
43526,6,3,"2000,1130,1121",2462.78,2024-10-04 05:06:00,否
43527,54,1,1918,603.44,2024-09-10 09:24:00,否
43528,76,3,"1585,1866,1284",3990.37,2024-10-18 11:09:00,否
43529,33,1,1414,4747.34,2024-10-10 12:12:00,否
43530,90,2,"1601,1455",4899.34,2024-07-12 20:37:00,否
43531,29,5,"1196,1268,1421,1875,1111",6096.05,2024-06-30 10:20:00,否
43532,98,2,"1630,1347",2743.66,2024-01-07 20:27:00,否
43533,46,3,"1161,1449,1789",1864.26,2024-11-06 07:07:00,否
43534,74,4,"1427,1794,1713,1316",7359.31,2024-11-20 21:49:00,否
43535,48,3,"1900,1026,1442",4916.34,2024-09-05 12:42:00,否
43536,33,4,"1793,1072,1340,1083",10595.81,2024-11-23 15:53:00,否
43537,35,3,"1166,1942,1826",1601.21,2024-02-19 19:22:00,否
43538,36,3,"1725,1817,1969",5776.66,2024-08-11 14:29:00,否
43539,69,3,"1722,1224,1564",3482.59,2024-06-16 22:37:00,否
43540,97,3,"1852,1445,1531",3137.45,2024-11-26 11:52:00,否
43541,18,4,"1535,1063,1784,1751",2552.42,2024-10-17 14:13:00,否
43542,42,1,1268,338.69,2024-10-15 20:19:00,否
43543,95,3,"1888,1085,1386",707.83,2024-05-09 18:43:00,否
43544,6,1,1877,1470.63,2024-09-15 00:01:00,否
43545,39,3,"1030,1316,1514",2892.02,2024-01-20 21:01:00,否
43546,73,3,"1739,1184,1919",2020.9,2024-01-24 21:41:00,否
43547,21,3,"1643,1688,1007",6127.23,2024-10-26 00:53:00,否
43548,68,1,1350,405.04,2024-10-11 09:23:00,否
43549,95,2,"1887,1739",4614.5,2024-10-13 19:11:00,是
43550,66,3,"1486,1508,1627",928.29,2024-08-18 10:11:00,否
43551,7,1,1780,1933.24,2024-08-09 13:42:00,否
43552,29,3,"1521,1980,1365",5049.78,2024-04-04 23:13:00,否
43553,45,2,"1731,1867",46.67,2024-06-17 14:38:00,否
43554,78,2,"1304,1185",767.48,2024-09-19 03:35:00,否
43555,74,3,"1930,1252,1959",2514.42,2024-03-22 13:22:00,否
43556,72,4,"1323,1934,1537,1447",1809.52,2024-02-27 18:39:00,否
43557,34,3,"1877,1274,1814",6570.01,2024-07-30 04:28:00,否
43558,75,1,1780,1933.24,2024-01-14 04:58:00,否
43559,74,2,"1566,1932",5300.23,2024-04-15 06:26:00,否
43560,99,2,"1159,1328",2831.22,2024-12-21 18:39:00,否
43561,14,1,1327,33.46,2024-10-31 12:02:00,否
43562,64,3,"1897,1034,1475",2012.25,2024-06-16 00:41:00,否
43563,74,1,1927,2550.94,2024-02-20 07:02:00,否
43564,80,1,1230,630.3,2024-03-23 16:44:00,否
43565,69,1,1840,95.63,2024-11-25 21:29:00,否
43566,41,1,1183,4402.7,2024-05-27 05:47:00,否
43567,81,3,"1804,1112,1261",7473.96,2024-12-13 20:23:00,否
43568,2,1,1878,2076.19,2024-06-30 00:31:00,否
43569,10,3,"1743,1299,1973",5701.05,2024-02-27 07:40:00,否
43570,31,1,1347,1212.25,2024-02-11 11:15:00,否
43571,18,4,"1918,1001,1747,1631",7828.48,2024-01-20 19:10:00,否
43572,15,2,"1187,1356",1517.13,2024-06-25 08:28:00,是
43573,64,3,"1908,1532,1285",2371.78,2024-10-19 22:05:00,否
43574,29,4,"1842,1324,1020,1125",6698.09,2024-02-09 20:03:00,是
43575,81,1,1546,389.12,2024-04-08 01:04:00,否
43576,53,2,"1323,1322",1323.22,2024-10-18 02:27:00,否
43577,44,3,"1384,1324,1189",3747.7,2024-10-25 21:11:00,否
43578,2,2,"1169,1101",3741.77,2024-08-23 18:08:00,否
43579,100,1,1459,294.7,2024-08-16 01:47:00,否
43580,20,4,"1884,1840,1220,1598",3874.78,2024-05-27 17:21:00,否
43581,93,1,1829,114.93,2024-12-02 07:58:00,否
43582,96,3,"1858,1396,1367",4290.9,2024-06-27 00:45:00,否
43583,61,3,"1052,1336,1633",2460.4,2024-03-20 02:14:00,否
43584,16,5,"1272,1611,1329,1582,1129",4072.64,2024-01-17 13:46:00,否
43585,43,3,"1546,1014,1258",2470.28,2024-01-29 03:09:00,否
43586,19,3,"1238,1856,1576",1435.52,2024-11-17 00:14:00,否
43587,81,3,"1304,1038,1502",7083.48,2024-08-23 15:22:00,否
43588,15,2,"1707,1905",3815.15,2024-10-04 22:57:00,否
43589,77,2,"1954,1093",1064.42,2024-10-02 15:41:00,否
43590,47,2,"1208,1375",968.2,2024-12-25 02:50:00,否
43591,40,2,"1865,1570",751.11,2024-04-01 08:34:00,否
43592,19,4,"1503,1249,1985,1904",3256.83,2024-06-01 21:25:00,否
43593,6,1,1608,1034.21,2024-05-22 17:07:00,否
43594,61,1,1743,4891.37,2024-02-25 03:17:00,是
43595,41,1,1241,252.76,2024-03-04 14:33:00,否
43596,22,3,"1494,1204,1335",3560.11,2024-09-14 16:05:00,否
43597,1,1,1945,837.19,2024-05-12 17:32:00,否
43598,53,4,"1814,1498,1328,1579",5600.22,2024-12-29 15:35:00,否
43599,92,2,"1216,1951",3768.09,2024-10-12 12:40:00,否
43600,33,1,1174,201.38,2024-05-16 16:30:00,否
43601,89,4,"1901,1353,1247,1679",5960.19,2024-12-16 05:35:00,否
43602,95,4,"1700,1817,1662,1250",7517.92,2024-01-10 11:52:00,否
43603,91,3,"1685,1866,1745",2707.43,2024-01-05 12:17:00,否
43604,98,3,"1208,1286,1165",3513.41,2024-12-21 16:52:00,否
43605,85,1,1330,792.57,2024-01-22 01:21:00,否
43606,53,4,"1586,1906,1924,1318",9014.22,2024-09-19 21:55:00,否
43607,18,3,"1487,1721,1704",4374.06,2024-06-02 16:23:00,否
43608,14,2,"1560,1085",1128.61,2024-12-15 23:20:00,否
43609,71,1,1177,144.65,2024-03-11 03:54:00,否
43610,78,1,1957,1553.19,2024-07-11 04:47:00,否
43611,53,2,"1914,1580",1586.91,2024-02-26 00:28:00,否
43612,55,5,"1494,1821,1066,1694,1554",6138.1,2024-08-09 16:35:00,否
43613,88,3,"1474,1846,1524",2112.4,2024-07-23 23:50:00,否
43614,70,3,"1167,1805,1588",3580.6,2024-04-29 06:12:00,否
43615,43,5,"1467,1907,1886,1028,1642",2822.62,2024-02-27 14:00:00,否
43616,26,1,1271,482.1,2024-07-02 22:56:00,否
43617,67,4,"1560,1371,1888,1477",1764.11,2024-05-22 21:32:00,否
43618,33,3,"1529,1149,1659",3074.01,2024-12-04 16:07:00,否
43619,69,3,"1340,1892,1160",1296.23,2024-02-17 05:28:00,否
43620,3,1,1938,204.04,2024-04-22 00:44:00,否
43621,55,3,"1250,1959,1542",2339.87,2024-02-14 19:26:00,否
43622,83,3,"1110,1757,1938",2103.8,2024-03-18 18:19:00,是
43623,62,2,"1058,1314",2533.0,2024-12-20 15:15:00,否
43624,6,1,1542,771.26,2024-07-09 06:36:00,否
43625,74,1,1508,46.62,2024-06-09 02:55:00,否
43626,37,2,"1394,1465",4189.76,2024-11-05 13:09:00,否
